.text section layout
  Starting        Virtual
  address  Size   address
  -----------------------
  00000000 000efc 800056e0  1 .text 	m_Do_main.o 
  000026e8 000004 803fa3e8  4 y_prm1$23158 	d_a_player_main.o 
  000026ec 000004 803fa3ec  4 y_env1$23159 	d_a_player_main.o 
  000026f0 000004 803fa3f0  4 s_prm1$23160 	d_a_player_main.o 
  000026f4 000004 803fa3f4  4 s_env1$23161 	d_a_player_main.o 
  000026f8 000004 803fa3f8  4 @23370 	d_a_player_main.o 
  000026fc 000004 803fa3fc  4 @23371 	d_a_player_main.o 
  00002700 000004 803fa400  4 @23764 	d_a_player_main.o 
  00002704 000004 803fa404  4 @23765 	d_a_player_main.o 
  00002708 000004 803fa408  4 @24482 	d_a_player_main.o 
  0000270c 000004 803fa40c  4 @24625 	d_a_player_main.o 
  00002710 000004 803fa410  4 @24854 	d_a_player_main.o 
  00002714 000004 803fa414  4 @25270 	d_a_player_main.o 
  00002718 000004 803fa418  4 @26340 	d_a_player_main.o 
  0000271c 000004 803fa41c  4 @26444 	d_a_player_main.o 
  00002720 000004 803fa420  4 @26445 	d_a_player_main.o 
  00002724 000004 803fa424  4 @26446 	d_a_player_main.o 
  00002728 000004 803fa428  4 @26447 	d_a_player_main.o 
  0000272c 000004 803fa42c  4 @26448 	d_a_player_main.o 
  00002730 000004 803fa430  4 @26449 	d_a_player_main.o 
  00002734 000004 803fa434  4 @26450 	d_a_player_main.o 
  00002738 000004 803fa438  4 @26451 	d_a_player_main.o 
  0000273c 000004 803fa43c  4 @26452 	d_a_player_main.o 
  00002740 000004 803fa440  4 @26453 	d_a_player_main.o 
  00002744 000004 803fa444  4 @26637 	d_a_player_main.o 
  00002748 000004 803fa448  4 @27316 	d_a_player_main.o 
  0000274c 000004 803fa44c  4 @27317 	d_a_player_main.o 
  00002750 000004 803fa450  4 @27318 	d_a_player_main.o 
  00002754 000004 803fa454  4 @27319 	d_a_player_main.o 
  00002758 000004 803fa458  4 @27320 	d_a_player_main.o 
  0000275c 000004 803fa45c  4 @27321 	d_a_player_main.o 
  00002760 000004 803fa460  4 @27322 	d_a_player_main.o 
  00002764 000004 803fa464  4 @27323 	d_a_player_main.o 
  00002768 000004 803fa468  4 @27324 	d_a_player_main.o 
  0000276c 000004 803fa46c  4 @27325 	d_a_player_main.o 
  00002770 000004 803fa470  4 @27326 	d_a_player_main.o 
  00002774 000004 803fa474  4 @27327 	d_a_player_main.o 
  00002778 000004 803fa478  4 @27328 	d_a_player_main.o 
  0000277c 000004 803fa47c  4 @27784 	d_a_player_main.o 
  00002780 000004 803fa480  4 @29237 	d_a_player_main.o 
  00002788 000008 803fa488  8 @29567 	d_a_player_main.o 
  00002790 000004 803fa490  4 @30186 	d_a_player_main.o 
  00002794 000004 803fa494  4 @30187 	d_a_player_main.o 
  00002798 000004 803fa498  4 @30188 	d_a_player_main.o 
  0000279c 000004 803fa49c  4 @30189 	d_a_player_main.o 
  000027a0 000004 803fa4a0  4 @30279 	d_a_player_main.o 
  000027a4 000004 803fa4a4  4 @30280 	d_a_player_main.o 
  000027a8 000004 803fa4a8  4 @32275 	d_a_player_main.o 
  000027ac 000004 803fa4ac  4 @32276 	d_a_player_main.o 
  000027b0 000004 803fa4b0  4 @32277 	d_a_player_main.o 
  000027b4 000004 803fa4b4  4 @32984 	d_a_player_main.o 
  000027b8 000004 803fa4b8  4 @33270 	d_a_player_main.o 
  000027bc 000004 803fa4bc  4 @33850 	d_a_player_main.o 
  000027c0 000004 803fa4c0  4 @35254 	d_a_player_main.o 
  000027c4 000004 803fa4c4  4 @35635 	d_a_player_main.o 
  000027c8 000004 803fa4c8  4 @36013 	d_a_player_main.o 
  000027cc 000004 803fa4cc  4 @36014 	d_a_player_main.o 
  000027d0 000004 803fa4d0  4 @36015 	d_a_player_main.o 
  000027d8 000008 803fa4d8  8 @36016 	d_a_player_main.o 
  000027e0 000004 803fa4e0  4 @36822 	d_a_player_main.o 
  000027e4 000004 803fa4e4  4 @37010 	d_a_player_main.o 
  000027e8 000004 803fa4e8  4 @37579 	d_a_player_main.o 
  000027ec 000004 803fa4ec  4 @37580 	d_a_player_main.o 
  000027f0 000004 803fa4f0  4 @37581 	d_a_player_main.o 
  000027f4 000004 803fa4f4  4 @37582 	d_a_player_main.o 
  000027f8 000004 803fa4f8  4 @37583 	d_a_player_main.o 
  000027fc 000004 803fa4fc  4 @37584 	d_a_player_main.o 
  00002800 000004 803fa500  4 @37585 	d_a_player_main.o 
  00002804 000004 803fa504  4 @37894 	d_a_player_main.o 
  00002808 000004 803fa508  4 @37895 	d_a_player_main.o 
  0000280c 000004 803fa50c  4 @37896 	d_a_player_main.o 
  00002810 000004 803fa510  4 @37897 	d_a_player_main.o 
  00002814 000004 803fa514  4 @37898 	d_a_player_main.o 
  00002818 000004 803fa518  4 @37899 	d_a_player_main.o 
  0000281c 000004 803fa51c  4 @38027 	d_a_player_main.o 
  00002820 000004 803fa520  4 n_roll_prm0$38358 	d_a_player_main.o 
  00002824 000004 803fa524  4 n_roll_prm1$38359 	d_a_player_main.o 
  00002828 000004 803fa528  4 n_roll_env$38360 	d_a_player_main.o 
  0000282c 000004 803fa52c  4 nm_roll_prm0$38361 	d_a_player_main.o 
  00002830 000004 803fa530  4 nm_roll_prm1$38362 	d_a_player_main.o 
  00002834 000004 803fa534  4 nm_roll_env$38363 	d_a_player_main.o 
  00002838 000004 803fa538  4 fm_roll_prm0$38364 	d_a_player_main.o 
  0000283c 000004 803fa53c  4 fm_roll_prm1$38365 	d_a_player_main.o 
  00002840 000004 803fa540  4 fm_roll_env$38366 	d_a_player_main.o 
  00002844 000004 803fa544  4 n_turn_prm0$38367 	d_a_player_main.o 
  00002848 000004 803fa548  4 n_turn_prm1$38368 	d_a_player_main.o 
  0000284c 000004 803fa54c  4 n_turn_env$38369 	d_a_player_main.o 
  00002850 000004 803fa550  4 nm_turn_prm0$38370 	d_a_player_main.o 
  00002854 000004 803fa554  4 nm_turn_prm1$38371 	d_a_player_main.o 
  00002858 000004 803fa558  4 nm_turn_env$38372 	d_a_player_main.o 
  0000285c 000004 803fa55c  4 fm_turn_prm0$38373 	d_a_player_main.o 
  00002860 000004 803fa560  4 fm_turn_prm1$38374 	d_a_player_main.o 
  00002864 000004 803fa564  4 fm_turn_env$38375 	d_a_player_main.o 
  00002868 000004 803fa568  4 @39094 	d_a_player_main.o 
  0000286c 000004 803fa56c  4 @39095 	d_a_player_main.o 
  00002870 000004 803fa570  4 @39096 	d_a_player_main.o 
  00002874 000004 803fa574  4 @39176 	d_a_player_main.o 
  00002878 000004 803fa578  4 @39177 	d_a_player_main.o 
  0000287c 000004 803fa57c  4 @39178 	d_a_player_main.o 
  00002880 000004 803fa580  4 @39563 	d_a_player_main.o 
  00002884 000004 803fa584  4 @39564 	d_a_player_main.o 
  00002888 000004 803fa588  4 @39565 	d_a_player_main.o 
  0000288c 000004 803fa58c  4 @39768 	d_a_player_main.o 
  00002890 000004 803fa590  4 @39769 	d_a_player_main.o 
  00002894 000004 803fa594  4 @39770 	d_a_player_main.o 
  00002898 000004 803fa598  4 @40050 	d_a_player_main.o 
  0000289c 000004 803fa59c  4 @40051 	d_a_player_main.o 
  000028a0 000004 803fa5a0  4 @41161 	d_a_player_main.o 
  000028a4 000004 803fa5a4  4 @41162 	d_a_player_main.o 
  000028a8 000004 803fa5a8  4 @42435 	d_a_player_main.o 
  000028ac 000004 803fa5ac  4 @44058 	d_a_player_main.o 
  000028b0 000004 803fa5b0  4 @44862 	d_a_player_main.o 
  000028b8 000030 803fa5b8  1 .sdata2 	d_a_player_npc.o 
  000028b8 000004 803fa5b8  4 @4092 	d_a_player_npc.o 
  000028bc 000004 803fa5bc  4 @4128 	d_a_player_npc.o 
  000028c0 000004 803fa5c0  4 @4180 	d_a_player_npc.o 
  000028c4 000004 803fa5c4  4 @4342 	d_a_player_npc.o 
  000028c8 000004 803fa5c8  4 @4343 	d_a_player_npc.o 
  000028d0 000008 803fa5d0  8 @4432 	d_a_player_npc.o 
  000028d8 000008 803fa5d8  8 @4433 	d_a_player_npc.o 
  000028e0 000004 803fa5e0  4 @4434 	d_a_player_npc.o 
  000028e4 000004 803fa5e4  4 @4435 	d_a_player_npc.o 
  000028e8 0000b0 803fa5e8  1 .sdata2 	d_a_sea.o 
  000028e8 000004 803fa5e8  4 @4043 	d_a_sea.o 
  000028ec 000004 803fa5ec  4 @4044 	d_a_sea.o 
  000028f0 000008 803fa5f0  8 @4046 	d_a_sea.o 
  000028f8 000004 803fa5f8  4 @4131 	d_a_sea.o 
  000028fc 000004 803fa5fc  4 @4132 	d_a_sea.o 
  00002900 000004 803fa600  4 @4162 	d_a_sea.o 
  00002904 000004 803fa604  4 @4167 	d_a_sea.o 
  00002908 000004 803fa608  4 @4192 	d_a_sea.o 
  0000290c 000004 803fa60c  4 @4193 	d_a_sea.o 
  00002910 000004 803fa610  4 @4230 	d_a_sea.o 
  00002914 000004 803fa614  4 @4263 	d_a_sea.o 
  00002918 000004 803fa618  4 @4409 	d_a_sea.o 
  0000291c 000004 803fa61c  4 @4410 	d_a_sea.o 
  00002920 000004 803fa620  4 @4515 	d_a_sea.o 
  00002924 000004 803fa624  4 @4618 	d_a_sea.o 
  00002928 000004 803fa628  4 @4619 	d_a_sea.o 
  0000292c 000004 803fa62c  4 @4620 	d_a_sea.o 
  00002930 000004 803fa630  4 @4621 	d_a_sea.o 
  00002934 000004 803fa634  4 @4622 	d_a_sea.o 
  00002938 000004 803fa638  4 @4623 	d_a_sea.o 
  0000293c 000004 803fa63c  4 @4961 	d_a_sea.o 
  00002940 000004 803fa640  4 @4962 	d_a_sea.o 
  00002944 000004 803fa644  4 @4963 	d_a_sea.o 
  00002948 000004 803fa648  4 @4964 	d_a_sea.o 
  0000294c 000004 803fa64c  4 @4965 	d_a_sea.o 
  00002950 000004 803fa650  4 @4966 	d_a_sea.o 
  00002954 000004 803fa654  4 @4967 	d_a_sea.o 
  00002958 000004 803fa658  4 @4968 	d_a_sea.o 
  0000295c 000004 803fa65c  4 @4969 	d_a_sea.o 
  00002960 000004 803fa660  4 @4970 	d_a_sea.o 
  00002964 000004 803fa664  4 @4971 	d_a_sea.o 
  00002968 000004 803fa668  4 @4972 	d_a_sea.o 
  00002970 000008 803fa670  8 @4977 	d_a_sea.o 
  00002978 00002c 803fa678  1 .sdata2 	d_a_spc_item01.o 
  00002978 000004 803fa678  4 @4031 	d_a_spc_item01.o 
  0000297c 000004 803fa67c  4 @4032 	d_a_spc_item01.o 
  00002980 000004 803fa680  4 @4212 	d_a_spc_item01.o 
  00002984 000004 803fa684  4 @4213 	d_a_spc_item01.o 
  00002988 000004 803fa688  4 @4214 	d_a_spc_item01.o 
  0000298c 000004 803fa68c  4 @4215 	d_a_spc_item01.o 
  00002990 000008 803fa690  8 @4217 	d_a_spc_item01.o 
  00002998 000004 803fa698  4 @4257 	d_a_spc_item01.o 
  0000299c 000004 803fa69c  4 @4295 	d_a_spc_item01.o 
  000029a0 000004 803fa6a0  4 @4296 	d_a_spc_item01.o 
  000029a8 00000c 803fa6a8  1 .sdata2 	d_a_vrbox.o 
  000029a8 000004 803fa6a8  4 @3999 	d_a_vrbox.o 
  000029ac 000004 803fa6ac  4 @4065 	d_a_vrbox.o 
  000029b0 000020 803fa6b0  1 .sdata2 	d_a_vrbox2.o 
  000029b0 000004 803fa6b0  4 @3998 	d_a_vrbox2.o 
  000029b4 000004 803fa6b4  4 @3999 	d_a_vrbox2.o 
  000029b8 000004 803fa6b8  4 @4073 	d_a_vrbox2.o 
  000029bc 000004 803fa6bc  4 @4074 	d_a_vrbox2.o 
  000029c0 000004 803fa6c0  4 @4288 	d_a_vrbox2.o 
  000029c4 000004 803fa6c4  4 @4289 	d_a_vrbox2.o 
  000029c8 000004 803fa6c8  4 @4290 	d_a_vrbox2.o 
  000029cc 000004 803fa6cc  4 @4291 	d_a_vrbox2.o 
  000029d0 000034 803fa6d0  1 .sdata2 	d_auction_screen.o 
  000029d0 000004 803fa6d0  4 @4038 	d_auction_screen.o 
  000029d4 000004 803fa6d4  4 @4050 	d_auction_screen.o 
  000029d8 000004 803fa6d8  4 @4051 	d_auction_screen.o 
  000029e0 000008 803fa6e0  8 @4053 	d_auction_screen.o 
  000029e8 000004 803fa6e8  4 @4110 	d_auction_screen.o 
  000029ec 000004 803fa6ec  4 @4111 	d_auction_screen.o 
  000029f0 000004 803fa6f0  4 @4112 	d_auction_screen.o 
  000029f4 000004 803fa6f4  4 @4131 	d_auction_screen.o 
  000029f8 000004 803fa6f8  4 @4166 	d_auction_screen.o 
  000029fc 000004 803fa6fc  4 @4214 	d_auction_screen.o 
  00002a00 000004 803fa700  4 @4215 	d_auction_screen.o 
  00002a08 00000c 803fa708  1 .sdata2 	d_place_name.o 
  00002a08 000004 803fa708  4 @4017 	d_place_name.o 
  00002a0c 000004 803fa70c  4 @4018 	d_place_name.o 
  00002a10 000004 803fa710  4 @4019 	d_place_name.o 
  00002a18 000288 803fa718  1 .sdata2 	d_camera.o 
  00002a18 000004 803fa718  4 @5123 	d_camera.o 
  00002a1c 000004 803fa71c  4 @5124 	d_camera.o 
  00002a20 000004 803fa720  4 @5125 	d_camera.o 
  00002a24 000004 803fa724  4 @5126 	d_camera.o 
  00002a28 000004 803fa728  4 @5127 	d_camera.o 
  00002a2c 000004 803fa72c  4 @5128 	d_camera.o 
  00002a30 000004 803fa730  4 @5129 	d_camera.o 
  00002a34 000004 803fa734  4 @5310 	d_camera.o 
  00002a38 000004 803fa738  4 @5311 	d_camera.o 
  00002a3c 000004 803fa73c  4 @5572 	d_camera.o 
  00002a40 000004 803fa740  4 @5573 	d_camera.o 
  00002a48 000008 803fa748  8 @5735 	d_camera.o 
  00002a50 000008 803fa750  8 @5736 	d_camera.o 
  00002a58 000008 803fa758  8 @5738 	d_camera.o 
  00002a60 000004 803fa760  4 @6063 	d_camera.o 
  00002a64 000004 803fa764  4 @6064 	d_camera.o 
  00002a68 000004 803fa768  4 @6065 	d_camera.o 
  00002a6c 000004 803fa76c  4 @6066 	d_camera.o 
  00002a70 000004 803fa770  4 @6067 	d_camera.o 
  00002a74 000004 803fa774  4 @6068 	d_camera.o 
  00002a78 000004 803fa778  4 @6117 	d_camera.o 
  00002a7c 000004 803fa77c  4 @6118 	d_camera.o 
  00002a80 000004 803fa780  4 @6119 	d_camera.o 
  00002a84 000004 803fa784  4 @6120 	d_camera.o 
  00002a88 000004 803fa788  4 @6121 	d_camera.o 
  00002a8c 000004 803fa78c  4 @6144 	d_camera.o 
  00002a90 000004 803fa790  4 @6431 	d_camera.o 
  00002a94 000004 803fa794  4 @7227 	d_camera.o 
  00002a98 000004 803fa798  4 @7767 	d_camera.o 
  00002a9c 000004 803fa79c  4 @8357 	d_camera.o 
  00002aa0 000004 803fa7a0  4 @8358 	d_camera.o 
  00002aa4 000004 803fa7a4  4 @8359 	d_camera.o 
  00002aa8 000004 803fa7a8  4 @9002 	d_camera.o 
  00002aac 000004 803fa7ac  4 @9003 	d_camera.o 
  00002ab0 000004 803fa7b0  4 @9004 	d_camera.o 
  00002ab4 000004 803fa7b4  4 @9005 	d_camera.o 
  00002ab8 000004 803fa7b8  4 @9006 	d_camera.o 
  00002abc 000004 803fa7bc  4 @9007 	d_camera.o 
  00002ac0 000004 803fa7c0  4 @9008 	d_camera.o 
  00002ac4 000004 803fa7c4  4 @9009 	d_camera.o 
  00002ac8 000004 803fa7c8  4 @9010 	d_camera.o 
  00002acc 000004 803fa7cc  4 @9011 	d_camera.o 
  00002ad0 000004 803fa7d0  4 @9012 	d_camera.o 
  00002ad8 000008 803fa7d8  8 @9014 	d_camera.o 
  00002ae0 000004 803fa7e0  4 @9194 	d_camera.o 
  00002ae4 000004 803fa7e4  4 @9246 	d_camera.o 
  00002ae8 000004 803fa7e8  4 @9247 	d_camera.o 
  00002aec 000004 803fa7ec  4 @9248 	d_camera.o 
  00002af0 000004 803fa7f0  4 @9249 	d_camera.o 
  00002af4 000004 803fa7f4  4 @9250 	d_camera.o 
  00002af8 000004 803fa7f8  4 @9251 	d_camera.o 
  00002afc 000004 803fa7fc  4 @10129 	d_camera.o 
  00002b00 000004 803fa800  4 @10130 	d_camera.o 
  00002b04 000004 803fa804  4 @10131 	d_camera.o 
  00002b08 000004 803fa808  4 @10132 	d_camera.o 
  00002b0c 000004 803fa80c  4 @10133 	d_camera.o 
  00002b10 000004 803fa810  4 @10134 	d_camera.o 
  00002b14 000004 803fa814  4 @10135 	d_camera.o 
  00002b18 000004 803fa818  4 @10136 	d_camera.o 
  00002b1c 000004 803fa81c  4 @10137 	d_camera.o 
  00002b20 000004 803fa820  4 @10138 	d_camera.o 
  00002b24 000004 803fa824  4 @10139 	d_camera.o 
  00002b28 000004 803fa828  4 @10140 	d_camera.o 
  00002b2c 000004 803fa82c  4 @10141 	d_camera.o 
  00002b30 000004 803fa830  4 @10142 	d_camera.o 
  00002b34 000004 803fa834  4 @10143 	d_camera.o 
  00002b38 000004 803fa838  4 @10144 	d_camera.o 
  00002b3c 000004 803fa83c  4 @10145 	d_camera.o 
  00002b40 000004 803fa840  4 @10146 	d_camera.o 
  00002b44 000004 803fa844  4 @10147 	d_camera.o 
  00002b48 000004 803fa848  4 @10148 	d_camera.o 
  00002b4c 000004 803fa84c  4 @10149 	d_camera.o 
  00002b50 000004 803fa850  4 @10150 	d_camera.o 
  00002b54 000004 803fa854  4 @10151 	d_camera.o 
  00002b58 000004 803fa858  4 @10152 	d_camera.o 
  00002b5c 000004 803fa85c  4 @10153 	d_camera.o 
  00002b60 000004 803fa860  4 @10804 	d_camera.o 
  00002b68 000008 803fa868  8 @10805 	d_camera.o 
  00002b70 000004 803fa870  4 @10806 	d_camera.o 
  00002b78 000008 803fa878  8 @10807 	d_camera.o 
  00002b80 000008 803fa880  8 @10808 	d_camera.o 
  00002b88 000004 803fa888  4 @10809 	d_camera.o 
  00002b8c 000004 803fa88c  4 @10810 	d_camera.o 
  00002b90 000004 803fa890  4 @10811 	d_camera.o 
  00002b94 000004 803fa894  4 @10812 	d_camera.o 
  00002b98 000004 803fa898  4 @10813 	d_camera.o 
  00002b9c 000004 803fa89c  4 @11355 	d_camera.o 
  00002ba0 000004 803fa8a0  4 @11356 	d_camera.o 
  00002ba4 000004 803fa8a4  4 @11357 	d_camera.o 
  00002ba8 000004 803fa8a8  4 @11358 	d_camera.o 
  00002bac 000004 803fa8ac  4 @11359 	d_camera.o 
  00002bb0 000004 803fa8b0  4 @11360 	d_camera.o 
  00002bb4 000004 803fa8b4  4 @11361 	d_camera.o 
  00002bb8 000004 803fa8b8  4 @11362 	d_camera.o 
  00002bbc 000004 803fa8bc  4 @11363 	d_camera.o 
  00002bc0 000004 803fa8c0  4 @11364 	d_camera.o 
  00002bc4 000004 803fa8c4  4 @11365 	d_camera.o 
  00002bc8 000004 803fa8c8  4 @11366 	d_camera.o 
  00002bcc 000004 803fa8cc  4 @11367 	d_camera.o 
  00002bd0 000004 803fa8d0  4 @11368 	d_camera.o 
  00002bd4 000004 803fa8d4  4 @11369 	d_camera.o 
  00002bd8 000004 803fa8d8  4 @11370 	d_camera.o 
  00002bdc 000004 803fa8dc  4 @11371 	d_camera.o 
  00002be0 000004 803fa8e0  4 @11372 	d_camera.o 
  00002be4 000004 803fa8e4  4 @11518 	d_camera.o 
  00002be8 000004 803fa8e8  4 @12159 	d_camera.o 
  00002bec 000004 803fa8ec  4 @12160 	d_camera.o 
  00002bf0 000004 803fa8f0  4 @12161 	d_camera.o 
  00002bf4 000004 803fa8f4  4 @12162 	d_camera.o 
  00002bf8 000004 803fa8f8  4 @12163 	d_camera.o 
  00002bfc 000004 803fa8fc  4 @12164 	d_camera.o 
  00002c00 000004 803fa900  4 @12165 	d_camera.o 
  00002c04 000004 803fa904  4 @12166 	d_camera.o 
  00002c08 000004 803fa908  4 @13047 	d_camera.o 
  00002c0c 000004 803fa90c  4 @13048 	d_camera.o 
  00002c10 000004 803fa910  4 @13450 	d_camera.o 
  00002c14 000004 803fa914  4 @13451 	d_camera.o 
  00002c18 000004 803fa918  4 @13452 	d_camera.o 
  00002c1c 000004 803fa91c  4 @14076 	d_camera.o 
  00002c20 000004 803fa920  4 @14077 	d_camera.o 
  00002c24 000004 803fa924  4 @14078 	d_camera.o 
  00002c28 000004 803fa928  4 @14079 	d_camera.o 
  00002c2c 000004 803fa92c  4 @14643 	d_camera.o 
  00002c30 000004 803fa930  4 @14644 	d_camera.o 
  00002c34 000004 803fa934  4 @14645 	d_camera.o 
  00002c38 000004 803fa938  4 @14646 	d_camera.o 
  00002c3c 000004 803fa93c  4 @14647 	d_camera.o 
  00002c40 000004 803fa940  4 @14648 	d_camera.o 
  00002c44 000004 803fa944  4 @14649 	d_camera.o 
  00002c48 000004 803fa948  4 @14650 	d_camera.o 
  00002c4c 000004 803fa94c  4 @14651 	d_camera.o 
  00002c50 000004 803fa950  4 @15074 	d_camera.o 
  00002c54 000004 803fa954  4 @15075 	d_camera.o 
  00002c58 000004 803fa958  4 @15076 	d_camera.o 
  00002c5c 000004 803fa95c  4 @15077 	d_camera.o 
  00002c60 000004 803fa960  4 @15078 	d_camera.o 
  00002c64 000004 803fa964  4 @16394 	d_camera.o 
  00002c68 000004 803fa968  4 @16395 	d_camera.o 
  00002c6c 000004 803fa96c  4 @16396 	d_camera.o 
  00002c70 000004 803fa970  4 @16397 	d_camera.o 
  00002c74 000004 803fa974  4 @16398 	d_camera.o 
  00002c78 000004 803fa978  4 @16399 	d_camera.o 
  00002c7c 000004 803fa97c  4 @16400 	d_camera.o 
  00002c80 000004 803fa980  4 @16401 	d_camera.o 
  00002c84 000004 803fa984  4 @16771 	d_camera.o 
  00002c88 000004 803fa988  4 @17595 	d_camera.o 
  00002c8c 000004 803fa98c  4 @17596 	d_camera.o 
  00002c90 000004 803fa990  4 @17597 	d_camera.o 
  00002c94 000004 803fa994  4 dCamera_c::@class$4037d_camera_cpp::PatternLengthMax 	d_camera.o 
  00002c98 000004 803fa998  4 @17778 	d_camera.o 
  00002c9c 000004 803fa99c  4 @18178 	d_camera.o 
  00002ca0 000004 803fa9a0  1 .sdata2 	d_envse.o 
  00002ca0 000004 803fa9a0  4 @4160 	d_envse.o 
  00002ca8 000048 803fa9a8  1 .sdata2 	d_file_error.o 
  00002ca8 000004 803fa9a8  4 @4004 	d_file_error.o 
  00002cac 000004 803fa9ac  4 @4005 	d_file_error.o 
  00002cb0 000004 803fa9b0  4 @4036 	d_file_error.o 
  00002cb4 000004 803fa9b4  4 @4037 	d_file_error.o 
  00002cb8 000004 803fa9b8  4 @4038 	d_file_error.o 
  00002cbc 000004 803fa9bc  4 @4039 	d_file_error.o 
  00002cc0 000004 803fa9c0  4 @4040 	d_file_error.o 
  00002cc4 000004 803fa9c4  4 @4081 	d_file_error.o 
  00002cc8 000004 803fa9c8  4 @4082 	d_file_error.o 
  00002ccc 000004 803fa9cc  4 @4083 	d_file_error.o 
  00002cd0 000004 803fa9d0  4 @4084 	d_file_error.o 
  00002cd4 000004 803fa9d4  4 @4098 	d_file_error.o 
  00002cd8 000004 803fa9d8  4 @4099 	d_file_error.o 
  00002ce0 000008 803fa9e0  8 @4101 	d_file_error.o 
  00002ce8 000004 803fa9e8  4 @4188 	d_file_error.o 
  00002cec 000004 803fa9ec  4 @4389 	d_file_error.o 
  00002cf0 000064 803fa9f0  1 .sdata2 	d_file_select.o 
  00002cf0 000004 803fa9f0  4 @4012 	d_file_select.o 
  00002cf4 000004 803fa9f4  4 @4013 	d_file_select.o 
  00002cf8 000004 803fa9f8  4 @4050 	d_file_select.o 
  00002cfc 000004 803fa9fc  4 @4051 	d_file_select.o 
  00002d00 000004 803faa00  4 @4052 	d_file_select.o 
  00002d04 000004 803faa04  4 @4053 	d_file_select.o 
  00002d08 000004 803faa08  4 @4054 	d_file_select.o 
  00002d10 000008 803faa10  8 @4148 	d_file_select.o 
  00002d18 000004 803faa18  4 @4196 	d_file_select.o 
  00002d1c 000004 803faa1c  4 @4197 	d_file_select.o 
  00002d20 000004 803faa20  4 @4299 	d_file_select.o 
  00002d24 000004 803faa24  4 @4329 	d_file_select.o 
  00002d28 000004 803faa28  4 @4330 	d_file_select.o 
  00002d30 000008 803faa30  8 @4475 	d_file_select.o 
  00002d38 000004 803faa38  4 @4901 	d_file_select.o 
  00002d3c 000004 803faa3c  4 @4902 	d_file_select.o 
  00002d40 000004 803faa40  4 @5719 	d_file_select.o 
  00002d44 000004 803faa44  4 @5720 	d_file_select.o 
  00002d48 000004 803faa48  4 @5721 	d_file_select.o 
  00002d4c 000004 803faa4c  4 @5722 	d_file_select.o 
  00002d50 000004 803faa50  4 @5953 	d_file_select.o 
  00002d58 00004c 803faa58  1 .sdata2 	d_gameover.o 
  00002d58 000004 803faa58  4 @4075 	d_gameover.o 
  00002d5c 000004 803faa5c  4 @4076 	d_gameover.o 
  00002d60 000004 803faa60  4 @4077 	d_gameover.o 
  00002d64 000004 803faa64  4 @4319 	d_gameover.o 
  00002d68 000004 803faa68  4 @4320 	d_gameover.o 
  00002d6c 000004 803faa6c  4 @4387 	d_gameover.o 
  00002d70 000008 803faa70  8 @4389 	d_gameover.o 
  00002d78 000004 803faa78  4 @4433 	d_gameover.o 
  00002d7c 000004 803faa7c  4 @4491 	d_gameover.o 
  00002d80 000004 803faa80  4 @4492 	d_gameover.o 
  00002d84 000004 803faa84  4 @4493 	d_gameover.o 
  00002d88 000004 803faa88  4 @4494 	d_gameover.o 
  00002d8c 000004 803faa8c  4 @4495 	d_gameover.o 
  00002d90 000004 803faa90  4 @4520 	d_gameover.o 
  00002d94 000004 803faa94  4 @4521 	d_gameover.o 
  00002d98 000004 803faa98  4 @4522 	d_gameover.o 
  00002d9c 000004 803faa9c  4 @4523 	d_gameover.o 
  00002da0 000004 803faaa0  4 @4536 	d_gameover.o 
  00002da8 000120 803faaa8  1 .sdata2 	d_kankyo.o 
  00002da8 000008 803faaa8  8 @4490 	d_kankyo.o 
  00002db0 000004 803faab0  4 @4520 	d_kankyo.o 
  00002db4 000004 803faab4  4 @4529 	d_kankyo.o 
  00002db8 000004 803faab8  4 @4589 	d_kankyo.o 
  00002dbc 000004 803faabc  4 @4590 	d_kankyo.o 
  00002dc0 000008 803faac0  8 @4591 	d_kankyo.o 
  00002dc8 000008 803faac8  8 @4592 	d_kankyo.o 
  00002dd0 000004 803faad0  4 @4758 	d_kankyo.o 
  00002dd4 000004 803faad4  4 @4779 	d_kankyo.o 
  00002dd8 000008 803faad8  8 @4781 	d_kankyo.o 
  00002de0 000004 803faae0  4 @4875 	d_kankyo.o 
  00002de4 000004 803faae4  4 @4876 	d_kankyo.o 
  00002de8 000004 803faae8  4 @4877 	d_kankyo.o 
  00002dec 000004 803faaec  4 @4878 	d_kankyo.o 
  00002df0 000004 803faaf0  4 @4879 	d_kankyo.o 
  00002df4 000004 803faaf4  4 @5057 	d_kankyo.o 
  00002df8 000004 803faaf8  4 @5058 	d_kankyo.o 
  00002dfc 000004 803faafc  4 @5059 	d_kankyo.o 
  00002e00 000004 803fab00  4 @5099 	d_kankyo.o 
  00002e04 000004 803fab04  4 @5100 	d_kankyo.o 
  00002e08 000004 803fab08  4 @5101 	d_kankyo.o 
  00002e0c 000004 803fab0c  4 @5131 	d_kankyo.o 
  00002e10 000004 803fab10  4 @5241 	d_kankyo.o 
  00002e14 000004 803fab14  4 @5242 	d_kankyo.o 
  00002e18 000004 803fab18  4 @5470 	d_kankyo.o 
  00002e1c 000004 803fab1c  4 @5471 	d_kankyo.o 
  00002e20 000004 803fab20  4 @5472 	d_kankyo.o 
  00002e24 000004 803fab24  4 @5473 	d_kankyo.o 
